,time
FRJ1T1,0
FRJ1T2,1
FRJ2T1,0
FRJ2T2,1
FRJ3T1,0
FRJ3T2,1
FRJ4T1,0
FRJ4T2,1
FRJ5T1,0
FRJ5T2,1
